"parent equipment class name","equipment class name","equipment class definition","abstract class flag","CFIHOS unique id","spare part info required","reason for having class","synonym","created date","modified date","terminated date","change request number","status"
"control switch","flow switch","A functional switch that is intended to give a signal when the flow have reached a pre-set value.","no","CFIHOS-30000430","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0014;CR0030;CR0029;FR60","STANDARD"
"signal converter","frequency to current converter","A signal converter that is intended to convert a frequency or rotational speed input signal into a 0 - 20 mA or 4 - 20 mA current output signal.","no","CFIHOS-30000431","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0014;CR0029;CR0030;FR60","STANDARD"
"detector","gas detector","A detector that is intended to sense the presence of a specified concentration of a gas.","no","CFIHOS-30000432","yes",,"fixed gas dectector","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0014;CR0030;CR0029;FR60","STANDARD"
"actuator","hydraulic actuator","An actuator intended to be operated by hydraulic power.","no","CFIHOS-30000433","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0011;CR0029;CR0030;FR60","STANDARD"
"controller","hydraulic controller","A controller that is designed or can be programmed to operate and control hydraulic operated systems.","no","CFIHOS-30000434","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0028;CR0029;CR0030;FR60","STANDARD"
"IT and telecom equipment","keyboard","A control panel with an array of systematically arranged (piano like) keys by which a machine is operated or by which an instrument can be played on.","no","CFIHOS-30000435","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"IT and telecom equipment","loudspeaker","An electroacoustic transducer that converts an electric signal into sound.","no","CFIHOS-30000436","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"level gauge","magnetic level gauge","A level gauge that use a float containing a magnet to transfer information about its position to a indicator rail with white and red flaps mounted on the outside of the tube.","no","CFIHOS-30000437","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0014;CR0029;CR0030;FR60","STANDARD"
"general instrument","mechanical positioner","A mechanical controller that is intended to position a given item in accordance with a received input signal.","no","CFIHOS-30000438","no",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0011;CR0014;CR0030;CR0029;FR60","STANDARD"
"flow instrument","meter run","A physical object that is intended to ensure stable flow for the provision of flow measurement and includes pipe(s) and a flow element/flow conditioner.","no","CFIHOS-30000439","no",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0002;CR0029;FR60","TERMINATED"
"analysing instrument","ph analyser","An analysing instrument intended to measure, indicate and/or produce a signal which represents the measured alkalinity / acidity in a fluid or matter.","no","CFIHOS-30000440","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0029;CR0030;FR60","STANDARD"
"detector","pig detector","A detector that is intended to detect a pig inside the pipeline or pig receiver.","no","CFIHOS-30000441","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0014;CR0030;CR0029;FR60","STANDARD"
"general instrument","pitot tube","A fluid sensor producing a differential pressure by means of two straigth tubes mounted in line with the direction of the fluid movement. One tube is open-ended and measures the stagnation pressure of the fluid. The other tube is closed in front but has openings along the tube to measure the static pressure of the fluid.","no","CFIHOS-30000442","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0028;CR0030;CR0029;FR60","STANDARD"
"actuator","pneumatic actuator","An actuator that is intended to be operated by pneumatic power.","no","CFIHOS-30000443","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0011;CR0029;CR0030;FR60","STANDARD"
"controller","pneumatic controller","A mechanical controller that is using pneumatic components to execute its function.","no","CFIHOS-30000444","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0028;CR0029;CR0030;FR60","STANDARD"
"flow instrument","pneumatic flow controller","A pneumatic controller that is intended to control flow rate.","no","CFIHOS-30000445","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0002;CR0029;FR60","TERMINATED"
"level instrument","pneumatic level controller","A pneumatic controller that is intended to control a liquid level.","no","CFIHOS-30000446","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0002;CR0029;FR60","TERMINATED"
"pressure instrument","pneumatic pressure controller","A pressure controller that is intended to control the pressure in a system.","no","CFIHOS-30000447","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0002;CR0029;FR60","TERMINATED"
"temperature instrument","pneumatic temperature controller","A pneumatic controller that is intended to control the temperature of a system.","no","CFIHOS-30000448","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0002;CR0029;FR60","TERMINATED"
"transmitter","position transmitter","A transmitter that is producing a standardized output signal dependent of a received input signal from a position detector.","no","CFIHOS-30000449","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0014;CR0030;CR0029;FR60","STANDARD"
"flow transmitter","positive displacement flow transmitter","A flow transmitter specially designed to convert the signal from a positive displacement flow meter into a standardized electrical output signal.","no","CFIHOS-30000450","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0014;CR0029;CR0030;FR60","STANDARD"
"analysing instrument","pour point analyser","An analysing instrument intended to determine the pour point of a fluid, i.e. the lowest temperature at which an oil or other liquid will pour under given conditions.","no","CFIHOS-30000451","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0029;CR0030;FR60","STANDARD"
"gauge","pressure gauge","A gauge intended to measure and display a representation of a measured pressure.","no","CFIHOS-30000452","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0014;CR0030;CR0029;FR60","STANDARD"
"self operating valve","pressure regulator","A regulator that is controlling/regulating the pressure in a system.","no","CFIHOS-30000453","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0011;CR0029;CR0030;FR60","STANDARD"
"control switch","pressure switch","A functional switch that (usually) turns an electrical circuit on or off when the pressure level reaches a pre-set value.","no","CFIHOS-30000454","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0014;CR0030;CR0029;FR60","STANDARD"
"signal converter","pressure to current converter","A signal converter that is intended to convert a pressure input signal to DC output signal.","no","CFIHOS-30000455","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0014;CR0029;CR0030;FR60","STANDARD"
"IT and telecom equipment","printing machine","A physical object that produces characters or graphic symbols on paper or other medium.","no","CFIHOS-30000456","no",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"detecting element","proximity element","A detecting element that is intended to sense proximity.","no","CFIHOS-30000457","yes",,"proximity probe","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0014;CR0030;CR0029;FR60","STANDARD"
"control switch","proximity switch","A position switch that is operated without mechanical contact with the moving part.","no","CFIHOS-30000458","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0014;CR0029;CR0030;FR60","STANDARD"
"control switch","push button","A manual control switch that is intended to switch when you push or touch the button.","no","CFIHOS-30000459","no",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0014;CR0030;CR0029;FR60","STANDARD"
"level transmitter","radar level transmitter","A level transmitter that is producing a standardized electrical output signal based on the input signal from a radar type level sensor.","no","CFIHOS-30000460","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0014;CR0029;CR0030;FR60","STANDARD"
"level transmitter","radioactive level transmitter","A level transmitter that is producing a standardized electrical output signal based on the input signal from radioactive level measurements.","no","CFIHOS-30000461","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0014;CR0029;CR0030;FR60","STANDARD"
"general instrument","recording instrument","A process instrument that records values represented by the input signal(s).","no","CFIHOS-30000462","no",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0014;CR0030;CR0029;FR60","STANDARD"
"temperature element","resistance temperature element","A temperature sensing element that operate on the principle of changes in electrical resistance of pure metals (sintered semiconductor material) and are characterized by an almost linear positive change in resistance with temperature.","no","CFIHOS-30000463","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0014;CR0029;CR0030;FR60","STANDARD"
"orifice plate","restriction orifice plate","An orifice plate that is intended for use as a restrictor.","no","CFIHOS-30000464","yes",,"restrictive orifice plate","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0014;CR0030;CR0029;FR60","STANDARD"
"flow meter","rotameter flow meter","A variable area flow meter which consists of a tapered tube of glass with a float inside that is pushed up by flow and pulled down by gravity.","no","CFIHOS-30000465","no",,"rotameter","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0014;CR0029;CR0030;FR60","STANDARD"
"pressure relief device","rupture disc","A physical object that is a pressure relieving device designed to burst at a calibrated pressure to prevent pressure in systems or vessels from reaching unsafe levels.","no","CFIHOS-30000466","yes","BP, Chevron,Shell & TOTAL Tagging Specifications","burst disc; bursting disc","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0011;CR0030;CR0029;FR60","STANDARD"
"analysing instrument","sampler","A physical object intended to be used to collect and contain representative specimens or selections.","no","CFIHOS-30000467","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"level gauge","servo tank gauge","A tank gauge that is intended to intermittently lower a displacer to measure a liquid level, bottom level, interface level or density.","no","CFIHOS-30000468","no",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0014;CR0029;CR0030;FR60","STANDARD"
"detector","smoke detector","A detector that is intended to sense smoke.","no","CFIHOS-30000470","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0014;CR0030;CR0029;FR60","STANDARD"
"IT and telecom equipment","speed meter","A detecting instrument that is intended to measure the upload and download speed of an internet connection.","no","CFIHOS-30000471","no",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0014;CR0028;CR0030;CR0029;FR60","STANDARD"
"transmitter","speed transmitter","A transmitter that is producing a standardized output signal dependent of a received input signal from a rotational speed sensor.","no","CFIHOS-30000472","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0014;CR0030;CR0029;FR60","STANDARD"
"gauge","temperature gauge","A gauge that is intended to measure and indicate a temperature.","no","CFIHOS-30000473","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0014;CR0030;CR0029;FR60","STANDARD"
"self operating valve","temperature regulator","A regulator that is intended to keep a temperature within certain boundaries.","no","CFIHOS-30000474","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0011;CR0029;CR0030;FR60","STANDARD"
"control switch","temperature switch","A functional switch that is intended to give an on or off signal when the temperature have reached a pre-set value.","no","CFIHOS-30000475","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0014;CR0030;CR0029;FR60","STANDARD"
"transmitter","temperature transmitter","A transmitter that is producing a standardized output signal dependent of a received input signal from a temperature element.","no","CFIHOS-30000476","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0014;CR0030;CR0029;FR60","STANDARD"
"analysing instrument","thermal conductivity analyser","An analysing instrument that is intended to determine a physical property that is named thermal conductivity.","no","CFIHOS-30000477","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0029;CR0030;FR60","STANDARD"
"temperature element","thermocouple","A pair of electrical conductors of dissimilar materials, joined at one end (the measuring or hot junction), which produces an electromotive force (e.m.f.) due to the Seebeck effect in a circuit formed by connecting the other ends of the dissimilar materials used (the reference or cold junction) to a device for measuring e.m.f.  Def. acc. to IEC 902 1987.","no","CFIHOS-30000478","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0014;CR0028;CR0029;CR0030;FR60","STANDARD"
"piping and pipeline equipment","thermowell","A physical object that is a pressure-tight receptacle adapted to receive a temperature sensing element, provided with external threads or other means for pressure-tight attachment to a vessel or pipe.","no","CFIHOS-30000479","no",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0014;CR0028;CR0030;CR0029;FR60","STANDARD"
"control switch","timer","A timepiece that measures a time interval and signals its end; a time-switch.","no","CFIHOS-30000480","yes",,"time switch","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0014;CR0030;CR0029;FR60","STANDARD"
"IT and telecom equipment","transponder","A transceiver that transmits a signal automatically in response to an appropriate triggering signal.","no","CFIHOS-30000481","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0012;CR0030;CR0029;FR60","STANDARD"
"flow meter","turbine flow meter","A velocity flow meter that uses a multi bladed rotor to measure fluid flow rate in units of volumetric flow through a closed conduit.","no","CFIHOS-30000482","no",,"turbine flow element","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0014;CR0029;CR0030;FR60","STANDARD"
"flow meter","ultrasonic flow meter","A velocity flow meter that measures the velocity of a flow by measuring the time difference between an ultrasonic pulse sent in the flow direction and an ultrasound pulse sent opposite the flow direction.","no","CFIHOS-30000483","no",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0014;CR0029;CR0030;FR60","STANDARD"
"level transmitter","ultrasonic level transmitter","A level transmitter that is using ultrasonic sound to continuously monitor the level of a liquid or particulate matter in a tank or vessel.","no","CFIHOS-30000484","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0014;CR0029;CR0030;FR60","STANDARD"
"flow meter","v-cone flow meter","A differential pressure flow meter that uses a v-cone as the restriction body in the flow stream.","no","CFIHOS-30000485","no",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0014;CR0029;CR0030;FR60","STANDARD"
"detecting element","venturi tube","A pipe or tube that has a constriction with a relative long passage with a smooth coned entry and exit.","no","CFIHOS-30000486","yes",,"venturi tube flow element","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0014;CRR0029;CR0030;CR0029;FR60","STANDARD"
"detecting element","vibration element","A detecting element that is intended to sense mechanical vibration and in which the oscillating motion is transferred into a voltage or current signal.","no","CFIHOS-30000487","yes",,"vibration probe","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0028;CR0030;CR0029;FR60","STANDARD"
"IT and telecom equipment","video recorder","A recording instrument that is recording signals originated by a TV camera on a moving magnetic tape for subsequent reproduction or transmission.","no","CFIHOS-30000488","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0014;CR0028;CR0030;CR0029;FR60","STANDARD"
"analysing instrument","viscosity analyser","An analysing instrument intended to determine the viscosity of a fluid.","no","CFIHOS-30000489","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0029;CR0030;FR60","STANDARD"
"signal converter","voltage to current converter","A signal converter that is intended for converting an input voltage signal into an output current signal.","no","CFIHOS-30000490","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0014;CR0029;CR0030;FR60","STANDARD"
"flow meter","vortex flow meter","A flow meter that measures the velocity of a fluid in a pipe by detecting the frequency of vortices being shed from a specially shaped obstructing element in the fluid stream.","no","CFIHOS-30000491","no",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0014;CR0029;CR0030;FR60","STANDARD"
"detecting element","wind sensor","A detecting element that can be the sensing element of an anemometer or wind gauge.","no","CFIHOS-30000492","yes",,"windspeed sensor; windspeed direction sensor","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0012;CR0014;CR0028;CR0030;CR0029;FR60;FR74","STANDARD"
"analysing instrument","wobbe index meter","An analysing instrument intended to determine the wobble index of a gas.","no","CFIHOS-30000493","no",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0029;CR0030;FR60","STANDARD"
"piping and pipeline equipment","christmas tree","A physical object that is an assembly of pipes and piping parts, with valves and associated control equipment that is connected to the top of a wellhead and is intended for control of fluid from a well.","no","CFIHOS-30000494","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"piping and pipeline equipment","nozzle","A physical object that has a protruding part through which a stream of fluid is directed.","yes","CFIHOS-30000495","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0029;CR0030;FR60","STANDARD"
"piping and pipeline equipment","pipe","A physical object that is a long tube or hollow body intended for conduction of liquid, gaseous or finely divided solid materials, or used for structural purposes.","no","CFIHOS-30000496","no",,"line","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60;FR52","STANDARD"
"piping and pipeline equipment","pipe bend","A physical object that is used to change piping direction with a non-standard radius.","no","CFIHOS-30000497","no",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"piping and pipeline equipment","pipe flange spade","A physical object that is a circular plate with no central opening and holes to match mating flanged ends. It is also equipped with a handle.","no","CFIHOS-30000498","no",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"piping and pipeline equipment","pipe tee","A physical object that has three piping ends in T-shape, including a branch at 90 degrees.","no","CFIHOS-30000499","no",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"piping and pipeline equipment","pipeline","A fluid conductor that consists of pipe, possibly also including pumps, valves, and control devices, intended for conveying liquids, gases, or finely divided solids.","no","CFIHOS-30000500","no",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"other mechanical equipment","piping expansion bellows","A bellows that is a flexible corrugated tubular element providing axial and radial flexibility and pressure containment.","no","CFIHOS-30000501","no",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"piping and pipeline equipment","riser","A physical object that is a vertical or near vertical pipe for the upward flow of liquid or gas.","no","CFIHOS-30000502","no",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"piping and pipeline equipment","spectacle blind","A physical object that consists of two discs with equal thickness and outer diameter connected with a flat bar. One of the discs has a hole, while the other disc is without hole.","no","CFIHOS-30000503","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"piping and pipeline equipment","spool piece","A physical object which is a short section of pipe used to connect ends of pipes/pipelines.","no","CFIHOS-30000504","no",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"other mechanical equipment","steam trap","A trap that consists of a chamber into which condensed steam from steam pipes etc. is allowed to drain, and which automatically ejects it without permitting the escape of steam.","no","CFIHOS-30000505","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"other mechanical equipment","strainer","A filter that is separating solid particles from a fluid by passing the fluid through a wire mesh, screen or metal plates containing perforations or slits.","no","CFIHOS-30000506","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"miscellaneous equipment","tubing hanger","A well string hanger that is used for production tubing. The tubing hanger incorporates a sealing system to ensure that the tubing conduit and annulus are hydraulically isolated.","no","CFIHOS-30000507","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"electrical equipment class","earthing resistor","A resistance through which the neutral pint of a supply system is earthed, in order to limit the current that flows on the occurrence of an earth fault.","no","CFIHOS-30000508","yes",,"neutral ground resistor","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0012;CR0030;CR0029;FR60","STANDARD"
"weight instrument","test weight","A weight of an object when prepared for testing.","no","CFIHOS-30000509","no",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0002;CR0029;FR60","TERMINATED"
"marine","anchor","A physical object intended to hold an object firmly.","no","CFIHOS-30000510","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"other mechanical equipment","arrestor","A physical object intended to prevent something to pass.","no","CFIHOS-30000511","no",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"health, safety and environment equipment class","fire extinguisher","A physical object designed to eject agents, e.g. water or a chemical, to put out fires.","no","CFIHOS-30000512","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"health, safety and environment equipment class","safety shower","A shower intended for emergency situations.","no","CFIHOS-30000513","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"other mechanical equipment","silencer","A physical object intended to reduce a noise level.","no","CFIHOS-30000514","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"other mechanical equipment","aerator","A physical object that supplies and mixes air to a liquid or solids.","no","CFIHOS-30000515","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"compressor","axial compressor","A dynamic compressor in which the gas is accelerated by the action of a bladed rotor and where the main flow is along the rotation axis of the rotor.","no","CFIHOS-30000516","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0009;CR0029;CR0030;FR60","STANDARD"
"other mechanical equipment","bearing","A physical object intended to support and locate a moving or static element and capable of reducing friction and transfer forces in a connection.","no","CFIHOS-30000517","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"other mechanical equipment","blower","A physical object intended to compress and supply air or gas at medium pressure and medium volume flow.","no","CFIHOS-30000518","yes",,"centrifugal fan; centrifugal blower","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0009;CR0030;CR0029;FR60","STANDARD"
"other mechanical equipment","brake","A physical object intended to arrest or prevent the motion of an item. Typically by means of friction.","no","CFIHOS-30000519","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"compressor","centrifugal compressor","A dynamic compressor in which one ore more impellers accelerate the gas and where the main flow through the impeller is radial.","no","CFIHOS-30000520","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0009;CR0029;CR0030;FR60","STANDARD"
"pump","centrifugal pump","A dynamic pump that contains impellers provided with vanes to generate centrifugal force to achieve the required pressure head.","no","CFIHOS-30000521","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0009;CR0029;CR0030;FR60","STANDARD"
"other mechanical equipment","centrifuge","A physical object that uses centrifugal force to separate phases of different densities.","no","CFIHOS-30000522","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0013;CR0030;CR0029;FR60","STANDARD"
"other mechanical equipment","clutch","A transmission that is intended to transmit energy between two shafts providing the capability to connect and disconnect the shafts.","no","CFIHOS-30000523","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"mechanical equipment class","compressor","A physical object that is driven by a prime mover by which energy is either constantly or periodically added to an amount of gas in order to increase its pressure.","no","CFIHOS-30000524","no",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0009;CR0005;CR0029;CR0030;FR60","STANDARD"
"reciprocating compressor","diaphragm compressor","A reciprocating compressor using a diaphragm, reciprocating within a chamber by which the compressed gas is fully isolated from any contamination.","no","CFIHOS-30000525","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0009;CR0005;CR0028;CR0029;FR60","TERMINATED"
"reciprocating pump","diaphragm pump","A reciprocating pump intended to pump a liquid with a small capacity. This is done by means of thin flexible diaphragms to seal pumped fluid from leakage to atmosphere.","no","CFIHOS-30000526","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0005;CR0009;CR0028;CR0029;FR60","TERMINATED"
"engine","diesel engine","An internal combustion engine in which ignition of the fuel injected into the cylinder is performed by the heat of compression of the air charge.","no","CFIHOS-30000527","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0009;CR0029;CR0030;FR60","STANDARD"
"other mechanical equipment","diffuser","A physical object that contains a diverging channel-shaped chamber in which part of the kinetic energy of the fluid is converted into pressure energy.","no","CFIHOS-30000528","no",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"mechanical equipment class","driver","A physical object that provides rotational or reciprocating energy to driven equipment.","yes","CFIHOS-30000529","no",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
