"tag class name","tag class CFIHOS unique ID","equipment class name","equipment class CFIHOS unique ID","reason for mapping","created date","modified date","terminated date","change request number","status"
"flow element","CFIHOS-30000671","pitot tube flow meter","CFIHOS-30000858",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"flow element","CFIHOS-30000671","positive displacement flow element","CFIHOS-30000185",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"flow element","CFIHOS-30000671","thermal flow element","CFIHOS-30000259",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"flow element","CFIHOS-30000671","turbine flow meter","CFIHOS-30000482",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"flow element","CFIHOS-30000671","venturi tube","CFIHOS-30000486",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"flow gauge","CFIHOS-30000428","flow gauge","CFIHOS-30000428",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"flow indicator","CFIHOS-30000691","indicating instrument","CFIHOS-30000292",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0028","TERMINATED"
"flow orifice plate","CFIHOS-30000063","flow orifice plate","CFIHOS-30000063",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"flow regulator","CFIHOS-30000429","flow regulator","CFIHOS-30000429",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"flow switch","CFIHOS-30000430","flow switch","CFIHOS-30000430",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"flow totalizer","CFIHOS-30000662","flow totalizer","CFIHOS-30000662",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"flow transmitter","CFIHOS-30000643","coriolis mass flow meter","CFIHOS-30000406",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"flow transmitter","CFIHOS-30000643","differential pressure flow transmitter","CFIHOS-30000031",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"flow transmitter","CFIHOS-30000643","electromagnetic flow transmitter","CFIHOS-30000420",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"flow transmitter","CFIHOS-30000643","positive displacement flow transmitter","CFIHOS-30000450",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"flow transmitter","CFIHOS-30000643","rotameter flow meter","CFIHOS-30000465",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"flow transmitter","CFIHOS-30000643","thermal flow transmitter","CFIHOS-30000260",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"flow transmitter","CFIHOS-30000643","turbine flow meter","CFIHOS-30000482",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"flow transmitter","CFIHOS-30000643","turbine flow transmitter","CFIHOS-30000264",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"flow transmitter","CFIHOS-30000643","ultrasonic flow meter","CFIHOS-30000483",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"flow transmitter","CFIHOS-30000643","ultrasonic flow transmitter","CFIHOS-30000265",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"flow transmitter","CFIHOS-30000643","v-cone flow meter","CFIHOS-30000485",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"flow transmitter","CFIHOS-30000643","vortex flow meter","CFIHOS-30000491",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"flow transmitter","CFIHOS-30000643","vortex flow transmitter","CFIHOS-30000277",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"flying chemical lead","CFIHOS-30000830","flying chemical lead","CFIHOS-30000830",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"flying electrical lead","CFIHOS-30000831","flying electrical lead","CFIHOS-30000831",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"flying hydraulic lead","CFIHOS-30000832","flying hydraulic lead","CFIHOS-30000832",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"flying lead","CFIHOS-30000707","flying chemical lead","CFIHOS-30000830",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0015","STANDARD"
"flying lead","CFIHOS-30000707","flying electrical lead","CFIHOS-30000831",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0015","STANDARD"
"flying lead","CFIHOS-30000707","flying hydraulic lead","CFIHOS-30000832",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0015","STANDARD"
"flying lead","CFIHOS-30000707","flying optical lead","CFIHOS-30000833",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0015","STANDARD"
"flying optical lead","CFIHOS-30000833","flying optical lead","CFIHOS-30000833",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"fog detector","CFIHOS-30000065","fog detector","CFIHOS-30000065",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0012","STANDARD"
"force transmitter","CFIHOS-30000066","force transmitter","CFIHOS-30000066",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0028","TERMINATED"
"forklift truck","CFIHOS-30000567","forklift truck","CFIHOS-30000567",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"foundation","CFIHOS-30000067","foundation","CFIHOS-30000067",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"frame","CFIHOS-30000305","frame","CFIHOS-30000305",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"freezing point analyser","CFIHOS-30000068","freezing point analyser","CFIHOS-30000068",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"frequency generator","CFIHOS-30000743","frequency generator","CFIHOS-30000743",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"frequency to current converter","CFIHOS-30000431","frequency to current converter","CFIHOS-30000431",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"funnel","CFIHOS-30000070","funnel","CFIHOS-30000070",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"furnace","CFIHOS-30000894","furnace","CFIHOS-30000894",,"2020-11-23T16:52:08.931Z","2021-10-08T13:10:32.783Z",,"CR0031","STANDARD"
"furniture","CFIHOS-30000071","furniture","CFIHOS-30000071",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"fuse","CFIHOS-30000348","fuse","CFIHOS-30000348",,"2019-03-18T09:38:18.697Z","2021-10-08T13:10:32.783Z",,"CR0012","STANDARD"
"fusible plug","CFIHOS-30000072","fusible plug","CFIHOS-30000072",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"galley equipment","CFIHOS-30000644","galley equipment","CFIHOS-30000644",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"galvanic isolator","CFIHOS-30000073","galvanic isolator","CFIHOS-30000073",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"gas chromatograph","CFIHOS-30000834","gas chromatograph","CFIHOS-30000834",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"gas composition analyser","CFIHOS-30000074","gas composition analyser","CFIHOS-30000074",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"gas cyclone separator","CFIHOS-30000075","gas cyclone separator","CFIHOS-30000075",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"gas detector","CFIHOS-30000432","gas detector","CFIHOS-30000432",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"gas distributor","CFIHOS-30000578","gas distributor","CFIHOS-30000578",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"gas engine","CFIHOS-30000533","gas engine","CFIHOS-30000533",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"gas liquid chromatograph","CFIHOS-30000835","gas liquid chromatograph","CFIHOS-30000835",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"gas turbine","CFIHOS-30000534","gas turbine","CFIHOS-30000534",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"gas-blast circuit-breaker","CFIHOS-30000836","gas-blast circuit-breaker","CFIHOS-30000836",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"gasket","CFIHOS-30000306","gasket","CFIHOS-30000306",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"gate control valve","CFIHOS-30000837","gate control valve","CFIHOS-30000837",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"gate valve","CFIHOS-30000838","gate valve","CFIHOS-30000838",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"gauge","CFIHOS-30000675","gauge","CFIHOS-30000675",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014;CR0028","TERMINATED"
"gear box","CFIHOS-30000535","gear box","CFIHOS-30000535",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"general instrument","CFIHOS-30000076","alarm unit","CFIHOS-30000747",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0028","TERMINATED"
"general instrument","CFIHOS-30000076","calorimeter","CFIHOS-30000742",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0028","TERMINATED"
"general instrument","CFIHOS-30000076","current transformer","CFIHOS-30000745",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0028","TERMINATED"
"general instrument","CFIHOS-30000076","displacer chamber","CFIHOS-30000033",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0028","TERMINATED"
"general instrument","CFIHOS-30000076","flow computer","CFIHOS-30000748",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0028","TERMINATED"
"general instrument","CFIHOS-30000076","frequency generator","CFIHOS-30000743",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0028","TERMINATED"
"general instrument","CFIHOS-30000076","proximity amplifier","CFIHOS-30000190",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0028","TERMINATED"
"general instrument","CFIHOS-30000076","sight glass","CFIHOS-30000749",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0028","TERMINATED"
"general instrument","CFIHOS-30000076","siren","CFIHOS-30000744",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0028","TERMINATED"
"general instrument","CFIHOS-30000076","voltage transformer","CFIHOS-30000746",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0028","TERMINATED"
"globe control valve","CFIHOS-30000839","globe control valve","CFIHOS-30000839",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"globe valve","CFIHOS-30000840","globe valve","CFIHOS-30000840",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"gravity separator","CFIHOS-30000841","gravity separator","CFIHOS-30000841",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"grease injection unit","CFIHOS-30000077","grease injection unit","CFIHOS-30000077",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"grille","CFIHOS-30000078","grille","CFIHOS-30000078",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"grinding machine","CFIHOS-30000079","grinding machine","CFIHOS-30000079",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"guide post","CFIHOS-30000080","guide post","CFIHOS-30000080",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"gutter","CFIHOS-30000579","gutter","CFIHOS-30000579",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"hard disk","CFIHOS-30000081","hard disk","CFIHOS-30000081",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"hatch way door","CFIHOS-30000580","hatch way door","CFIHOS-30000580",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"health, safety and environment equipment class","CFIHOS-30000313","life jacket","CFIHOS-30000899",,"2020-11-23T16:52:08.931Z","2021-10-08T13:10:32.783Z",,"CR0031","STANDARD"
"health, safety and environment equipment class","CFIHOS-30000313","protective suit","CFIHOS-30000909",,"2020-11-23T16:52:08.931Z","2021-10-08T13:10:32.783Z",,"CR0031","STANDARD"
"heat and smoke detector","CFIHOS-30000082","heat and smoke detector","CFIHOS-30000082",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"heat exchanger","CFIHOS-30000390","air cooled heat exchanger","CFIHOS-30000383",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0028","TERMINATED"
"heat exchanger","CFIHOS-30000390","finned tube heat exchanger","CFIHOS-30000827",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0028","TERMINATED"
"heat exchanger","CFIHOS-30000390","kettle reboiler","CFIHOS-30000756",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0028","TERMINATED"
"heat exchanger","CFIHOS-30000390","plate heat exchanger","CFIHOS-30000752",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0028","TERMINATED"
"heat exchanger","CFIHOS-30000390","printed circuit heat exchanger","CFIHOS-30000754",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0028","TERMINATED"
"heat exchanger","CFIHOS-30000390","recuperator heat exchanger","CFIHOS-30000911",,"2020-11-23T16:52:08.931Z","2021-10-08T13:10:32.783Z",,"CR0031","STANDARD"
"heat exchanger","CFIHOS-30000390","shell and tube heat exchanger","CFIHOS-30000755",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0028","TERMINATED"
"heat exchanger","CFIHOS-30000390","spiral heat exchanger","CFIHOS-30000867",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0028","TERMINATED"
"heating cable","CFIHOS-30000349","heating cable","CFIHOS-30000349",,"2019-03-18T09:38:18.697Z","2021-10-08T13:10:32.783Z",,"CR0012","STANDARD"
"heating coil","CFIHOS-30000896","spiral heat exchanger","CFIHOS-30000867",,"2020-11-23T16:52:08.931Z","2021-10-08T13:10:32.783Z",,"CR0031","STANDARD"
"helideck","CFIHOS-30000600","helideck","CFIHOS-30000600",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"high-pass filter","CFIHOS-30000350","high-pass filter","CFIHOS-30000350",,"2019-03-18T09:38:18.697Z","2021-10-08T13:10:32.783Z",,"CR0012","STANDARD"
"hood","CFIHOS-30000537","hood","CFIHOS-30000537",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"hopper","CFIHOS-30000759","hopper","CFIHOS-30000759",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"horn","CFIHOS-30000084","horn","CFIHOS-30000084",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"hose","CFIHOS-30000085","hose","CFIHOS-30000085",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"hose connector","CFIHOS-30000645","pipe","CFIHOS-30000496",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"hose reel","CFIHOS-30000086","hose reel","CFIHOS-30000086",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"housing","CFIHOS-30000307","housing","CFIHOS-30000307",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"humidifier","CFIHOS-30000087","humidifier","CFIHOS-30000087",,"2019-03-18T09:38:18.697Z","2021-10-08T13:10:32.783Z",,"CR0012","STANDARD"
"humidity analyser","CFIHOS-30000088","humidity analyser","CFIHOS-30000088",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"hvac duct","CFIHOS-30000620","ventilator","CFIHOS-30000933",,"2020-11-23T16:52:08.931Z","2021-10-08T13:10:32.783Z",,"CR0031","STANDARD"
"hydraulic actuator","CFIHOS-30000433","hydraulic actuator","CFIHOS-30000433",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"hydraulic connector","CFIHOS-30000089","hydraulic connector","CFIHOS-30000089",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"hydraulic controller","CFIHOS-30000434","hydraulic controller","CFIHOS-30000434",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"hydraulic cylinder","CFIHOS-30000538","hydraulic cylinder","CFIHOS-30000538",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0013","STANDARD"
"hydraulic motor","CFIHOS-30000539","hydraulic motor","CFIHOS-30000539",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"hydraulic piping purge unit","CFIHOS-30000842","hydraulic piping purge unit","CFIHOS-30000842",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"hydraulic power supply","CFIHOS-30000090","hydraulic power supply","CFIHOS-30000090",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"hydraulic power unit","CFIHOS-30000942","hydraulic power unit","CFIHOS-30000942",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR52","STANDARD"
"hydraulic press","CFIHOS-30000568","hydraulic press","CFIHOS-30000568",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"hydraulic turbine","CFIHOS-30000843","hydraulic turbine","CFIHOS-30000843",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"hydro cyclone","CFIHOS-30000581","hydro cyclone","CFIHOS-30000581",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"ignitor","CFIHOS-30000094","ignitor","CFIHOS-30000094",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"incinerator","CFIHOS-30000391","incinerator","CFIHOS-30000391",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"indicating instrument","CFIHOS-30000292","indicating instrument","CFIHOS-30000292",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"industrial building","CFIHOS-30000096","industrial building","CFIHOS-30000096",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"injection point","CFIHOS-30000621","pipe","CFIHOS-30000496",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"intercom","CFIHOS-30000100","intercom","CFIHOS-30000100",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"interface card","CFIHOS-30000943","interface card","CFIHOS-30000943",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR52","STANDARD"
"interlocking device","CFIHOS-30000351","interlocking device","CFIHOS-30000351",,"2019-03-18T09:38:18.697Z","2021-10-08T13:10:32.783Z",,"CR0012","STANDARD"
"intrinsically safe barrier","CFIHOS-30000897","switchboard","CFIHOS-30000369",,"2020-11-23T16:52:08.931Z","2020-11-27T15:31:21.346Z",,"CR0031","STANDARD"
"iron roughneck","CFIHOS-30000680","iron roughneck","CFIHOS-30000680",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"isolator","CFIHOS-30000352","isolator","CFIHOS-30000352",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"jacket structure","CFIHOS-30000708","jacket structure","CFIHOS-30000708",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0015","STANDARD"
"jetty","CFIHOS-30000111","jetty","CFIHOS-30000111",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"junction box","CFIHOS-30000353","junction box","CFIHOS-30000353",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"kettle reboiler","CFIHOS-30000756","kettle reboiler","CFIHOS-30000756",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"keyboard","CFIHOS-30000435","keyboard","CFIHOS-30000435",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"knock out drum","CFIHOS-30000697","knock out drum","CFIHOS-30000697",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0013","STANDARD"
"ladder","CFIHOS-30000582","ladder","CFIHOS-30000582",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"lamp","CFIHOS-30000354","lamp","CFIHOS-30000354",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"lathe","CFIHOS-30000112","lathe","CFIHOS-30000112",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"level element","CFIHOS-30000672","capacitance probe","CFIHOS-30000400",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"level element","CFIHOS-30000672","radar level element","CFIHOS-30000200",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"level element","CFIHOS-30000672","ultrasonic level element","CFIHOS-30000266",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"level gauge","CFIHOS-30000687","magnetic level gauge","CFIHOS-30000437",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"level gauge","CFIHOS-30000687","servo tank gauge","CFIHOS-30000468",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"level indicator","CFIHOS-30000692","indicating instrument","CFIHOS-30000292",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0028","TERMINATED"
"level switch","CFIHOS-30000677","level switch","CFIHOS-30000677",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"level switch","CFIHOS-30000677","vibrating level switch","CFIHOS-30000272",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0028","TERMINATED"
"level transmitter","CFIHOS-30000646","capacitance level transmitter","CFIHOS-30000010",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"level transmitter","CFIHOS-30000646","conductivity level transmitter","CFIHOS-30000404",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"level transmitter","CFIHOS-30000646","differential pressure level transmitter","CFIHOS-30000416",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"level transmitter","CFIHOS-30000646","displacer level transmitter","CFIHOS-30000034",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"level transmitter","CFIHOS-30000646","hydrostatic pressure level transmitter","CFIHOS-30000091",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0028","TERMINATED"
"level transmitter","CFIHOS-30000646","magnetic level transmitter","CFIHOS-30000126",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"level transmitter","CFIHOS-30000646","nucleonic level transmitter","CFIHOS-30000853",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"level transmitter","CFIHOS-30000646","radar level transmitter","CFIHOS-30000460",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"level transmitter","CFIHOS-30000646","radioactive level transmitter","CFIHOS-30000461",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"level transmitter","CFIHOS-30000646","ultrasonic level transmitter","CFIHOS-30000484",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"life boat","CFIHOS-30000601","davit","CFIHOS-30000885",,"2020-11-23T16:52:08.931Z","2021-10-08T13:10:32.783Z",,"CR0031","STANDARD"
"life boat","CFIHOS-30000601","life boat","CFIHOS-30000601",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"life buoy","CFIHOS-30000114","life buoy","CFIHOS-30000114",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"life buoy light","CFIHOS-30000115","life buoy light","CFIHOS-30000115",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"life raft","CFIHOS-30000116","life raft","CFIHOS-30000116",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"lifting beam","CFIHOS-30000117","lifting beam","CFIHOS-30000117",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"lifting cap","CFIHOS-30000118","lifting cap","CFIHOS-30000118",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
